Name,Job Title,Skills,Experience (Years),Education,Certification,Location
Jennifer Flynn,Data Scientist,"R, TensorFlow, Python",11,Bachelor's,Microsoft Azure,South Michaelville
Briana Taylor,Data Analyst,"Data Visualization, Tableau, Python, SQL, Excel, Power BI",2,Bachelor's,None,Morrisbury
Ronald Gonzalez,Data Scientist,"Python, Machine Learning, TensorFlow, Pandas, R",13,PhD,None,New John
Dr. Francisco Day,Data Analyst,"Data Visualization, SQL, Excel, Power BI, Python",8,PhD,Microsoft Azure,Lake Colleen
Mark Bruce,Data Scientist,"R, Pandas, TensorFlow, Deep Learning",2,Master's,Microsoft Azure,West Deanna
Jeffrey Rivera,Data Engineer,"Hadoop, Kafka, ETL",12,Master's,None,Evansport
Paul Burns,Data Engineer,"AWS, Kafka, Python, Hadoop, Spark",12,Bachelor's,Microsoft Azure,Bairdland
Heidi Neal,ML Engineer,"PyTorch, Keras, TensorFlow, Python, Scikit-learn",4,Master's,None,New Jamesville
Dylan Gray,ML Engineer,"TensorFlow, NLP, Python",5,PhD,Microsoft Azure,Madisonshire
Linda Campbell,AI Engineer,"Machine Learning, TensorFlow, Python",12,Master's,AWS Certified,Weisshaven
Cathy Rice,Data Analyst,"Excel, SQL, Tableau, Power BI, Data Visualization",11,Master's,None,Bryanville
Donna Mitchell,Data Engineer,"Spark, Kafka, ETL, Python, AWS",11,Master's,None,West Royport
Miguel Smith,ML Engineer,"Keras, PyTorch, NLP, TensorFlow",1,Bachelor's,None,Vargaston
Kyle Campbell,Data Scientist,"TensorFlow, Deep Learning, R, Python, Machine Learning",9,Master's,AWS Certified,Davidfort
Emily Watson,ML Engineer,"TensorFlow, Scikit-learn, Keras, PyTorch, Python, NLP",14,PhD,AWS Certified,North Robertport
Christina Taylor,Data Scientist,"Pandas, Python, Deep Learning, Machine Learning, TensorFlow",3,Bachelor's,AWS Certified,South Benjaminburgh
Michelle Butler,Data Scientist,"TensorFlow, Machine Learning, R, Python, Pandas, Deep Learning",10,PhD,None,Bradleyview
Russell Garcia,Data Engineer,"Kafka, AWS, SQL",3,Bachelor's,Google Data Engineer,East Albertmouth
Caroline Garcia,Data Scientist,"TensorFlow, Python, Machine Learning, Deep Learning",8,Master's,Google Data Engineer,South Keith
Kathy Campbell,ML Engineer,"TensorFlow, Python, NLP",3,Master's,None,Martinezland
Aaron Bradshaw,Data Analyst,"Data Visualization, Power BI, Python, Tableau, Excel",13,Bachelor's,AWS Certified,North Ryanberg
Mr. Daniel Adams DDS,ML Engineer,"Python, Scikit-learn, TensorFlow, PyTorch, NLP, Keras",6,Bachelor's,None,Darylmouth
Matthew Mitchell,ML Engineer,"PyTorch, TensorFlow, Python, Keras, Scikit-learn",8,Master's,None,North Sandyshire
Hailey King,ML Engineer,"PyTorch, Keras, TensorFlow, Python, Scikit-learn",15,Master's,Microsoft Azure,Allenville
Amy Ramsey,AI Engineer,"Deep Learning, Machine Learning, Python, TensorFlow",4,PhD,AWS Certified,West Zachary
Brianna Hartman,AI Engineer,"Python, Machine Learning, TensorFlow, Deep Learning, AI Systems, NLP",11,PhD,AWS Certified,Lake Tanya
Laurie Gray,Data Analyst,"Power BI, Tableau, Python",8,Master's,Microsoft Azure,Fletchertown
Misty Johnson,Data Analyst,"SQL, Power BI, Excel, Tableau, Python",10,Master's,Google Data Engineer,Port Brandonhaven
David Wilkinson,Data Engineer,"AWS, SQL, Spark, Python",15,Bachelor's,Google Data Engineer,Lake Nathaniel
Tanya Fernandez,Data Analyst,"Tableau, Data Visualization, SQL",15,Bachelor's,AWS Certified,Lake Jerry
Jennifer Howard,Data Scientist,"Deep Learning, Python, Pandas, R, TensorFlow, Machine Learning",3,Master's,Microsoft Azure,South Jeffreyville
Calvin Terry,ML Engineer,"PyTorch, TensorFlow, NLP",15,Master's,Google Data Engineer,Lake Cynthia
Erik Leach,Data Engineer,"Hadoop, ETL, Python, Kafka",2,PhD,Microsoft Azure,Allenport
Latasha King,Data Analyst,"Power BI, Data Visualization, Excel, Python, SQL, Tableau",12,PhD,None,Michelleshire
Nicole Bender,ML Engineer,"Python, PyTorch, Keras, TensorFlow",8,PhD,Microsoft Azure,Port Scott
Jennifer Ochoa,AI Engineer,"Machine Learning, TensorFlow, Deep Learning, NLP",5,Bachelor's,Google Data Engineer,Lake Amandashire
Julie Norton,ML Engineer,"Scikit-learn, Keras, NLP, PyTorch, TensorFlow",5,Master's,AWS Certified,Nicoletown
John Martin,Data Analyst,"Excel, Python, SQL, Tableau",10,Master's,None,Robertsonstad
Stanley Williams,ML Engineer,"NLP, Scikit-learn, PyTorch, TensorFlow, Keras",9,Bachelor's,None,Port Thomas
Tammy Campbell,Data Scientist,"R, Deep Learning, Machine Learning, Pandas",4,Bachelor's,Google Data Engineer,West Brendabury
Melissa Brandt,ML Engineer,"PyTorch, NLP, TensorFlow, Scikit-learn, Keras",12,Bachelor's,None,Donnastad
Shelley Douglas,Data Scientist,"R, Python, Pandas",8,Master's,Microsoft Azure,West Aimee
Holly Santos,Data Engineer,"SQL, Hadoop, Spark, Python",11,PhD,AWS Certified,Lake Kimberlyborough
Joseph Sanchez,Data Analyst,"Python, SQL, Data Visualization, Excel, Power BI",10,Bachelor's,Google Data Engineer,Andrewtown
Thomas Garcia,Data Scientist,"R, TensorFlow, Deep Learning, Python, Pandas, Machine Learning",13,PhD,None,Victoriaborough
Gary Williams,Data Analyst,"Python, Excel, Data Visualization, Power BI",1,Master's,Google Data Engineer,Johnsonberg
Patricia Carson,AI Engineer,"Machine Learning, Python, Deep Learning, TensorFlow, AI Systems",3,Bachelor's,AWS Certified,Calvintown
Heather Reynolds,ML Engineer,"Keras, Python, NLP",2,Master's,Google Data Engineer,East Robert
Jessica Paul,Data Analyst,"Excel, Python, Data Visualization, SQL",9,Bachelor's,None,East Robert
Matthew Frank,Data Analyst,"Excel, Python, Tableau, SQL, Power BI, Data Visualization",15,PhD,AWS Certified,Sydneyborough
Linda Stephens,Data Engineer,"Python, SQL, Spark, Hadoop, Kafka",9,PhD,None,Stacyburgh
Ricky Wallace,Data Scientist,"R, Machine Learning, TensorFlow, Pandas, Deep Learning, Python",6,PhD,Google Data Engineer,West Meredith
Denise Gross,Data Scientist,"TensorFlow, Python, R, Machine Learning, Deep Learning, Pandas",1,Master's,Microsoft Azure,Garrettburgh
Douglas Sheppard,ML Engineer,"PyTorch, NLP, Scikit-learn, Keras, TensorFlow, Python",9,Master's,AWS Certified,Davisview
Lisa Jackson,ML Engineer,"PyTorch, Scikit-learn, Keras, Python, TensorFlow, NLP",11,PhD,Microsoft Azure,North Marymouth
Zachary Mason,Data Analyst,"Excel, Data Visualization, Power BI",10,Bachelor's,AWS Certified,North Melaniefort
Alex Shannon,ML Engineer,"Scikit-learn, PyTorch, Keras, Python, NLP",2,PhD,Google Data Engineer,North Frank
Jennifer Bradley,Data Analyst,"Tableau, SQL, Data Visualization",4,PhD,AWS Certified,East Timothy
Robin Adams,AI Engineer,"AI Systems, Python, Deep Learning",12,Master's,AWS Certified,Piercefort
Deanna Juarez,Data Scientist,"Python, TensorFlow, Deep Learning, R, Pandas, Machine Learning",11,Bachelor's,Google Data Engineer,North George
Todd Jimenez,Data Engineer,"Spark, Python, SQL, Kafka",15,Bachelor's,None,North Kathleen
Cristian Palmer,ML Engineer,"NLP, Keras, Scikit-learn, TensorFlow",7,Bachelor's,None,North Amymouth
Paul Palmer,Data Engineer,"Spark, Hadoop, AWS, ETL, Python",15,PhD,None,Angelshire
Nathan Reyes,AI Engineer,"Machine Learning, Deep Learning, TensorFlow, Python",5,PhD,None,Mckenzieshire
Krystal Hull,Data Engineer,"Python, Spark, SQL, ETL, Kafka, Hadoop",15,PhD,Google Data Engineer,New Troyton
Melissa Aguilar,ML Engineer,"NLP, PyTorch, Scikit-learn, Keras, TensorFlow",3,Bachelor's,Microsoft Azure,South Regina
Nicole Delacruz,ML Engineer,"Python, Scikit-learn, NLP, Keras",4,Bachelor's,None,South Brentchester
Jacob Hoover,ML Engineer,"PyTorch, Python, NLP, Scikit-learn, Keras, TensorFlow",12,PhD,Google Data Engineer,Stewartchester
Diamond Juarez,ML Engineer,"Scikit-learn, NLP, Keras",9,Bachelor's,Microsoft Azure,Zoeview
Kendra Chen,Data Engineer,"Spark, Kafka, ETL, AWS, SQL, Python",12,Master's,AWS Certified,Nathanielmouth
Stephanie Phillips,Data Scientist,"R, Machine Learning, Pandas",5,PhD,AWS Certified,Lake Brianna
Rebecca Arnold,Data Scientist,"R, Pandas, Python, Machine Learning",3,PhD,Google Data Engineer,Toddshire
Amber Frank,AI Engineer,"AI Systems, NLP, TensorFlow",7,PhD,AWS Certified,Jackberg
Mr. Matthew Leonard,AI Engineer,"Deep Learning, TensorFlow, Python",13,PhD,Google Data Engineer,Port Patrick
Michael Patton,Data Engineer,"AWS, ETL, SQL",1,PhD,None,South Amystad
Kayla Hill,ML Engineer,"Keras, TensorFlow, Scikit-learn, PyTorch, Python",11,Bachelor's,Microsoft Azure,Port Anthonyland
Linda Bennett,Data Analyst,"Data Visualization, Power BI, Python, SQL",10,PhD,Google Data Engineer,New Thomas
Jennifer Mcgrath,ML Engineer,"Keras, Python, TensorFlow, NLP, PyTorch, Scikit-learn",6,PhD,Google Data Engineer,Port Jeffreyport
Mr. Jason Smith,Data Engineer,"Spark, Hadoop, Python, Kafka, ETL, SQL",5,Bachelor's,AWS Certified,Port Jeremychester
Ashley Morrow DDS,ML Engineer,"Keras, Scikit-learn, Python, PyTorch, TensorFlow, NLP",12,PhD,None,Port Debrabury
Angela James,Data Analyst,"Data Visualization, Excel, SQL",2,Bachelor's,AWS Certified,Smithview
Dana Wilkinson,AI Engineer,"Deep Learning, Python, Machine Learning",2,PhD,AWS Certified,Maystad
Robert Banks MD,Data Scientist,"Python, Deep Learning, Machine Learning, R, TensorFlow, Pandas",1,Bachelor's,Microsoft Azure,South Elizabeth
Matthew Rivera,AI Engineer,"NLP, AI Systems, TensorFlow, Python, Deep Learning, Machine Learning",5,Bachelor's,None,Port Lancetown
Danny Pittman,Data Analyst,"SQL, Power BI, Python",13,Master's,AWS Certified,East Michael
Paul Hanna,Data Analyst,"Tableau, Data Visualization, SQL, Excel, Python, Power BI",7,Master's,Microsoft Azure,South Jason
Ashlee Coffey,ML Engineer,"Scikit-learn, Keras, PyTorch, NLP, Python, TensorFlow",4,Master's,Microsoft Azure,West Tiffanyburgh
Anna Johnson,ML Engineer,"Scikit-learn, TensorFlow, NLP",5,Bachelor's,AWS Certified,Jasminestad
Matthew Morris,Data Scientist,"Deep Learning, TensorFlow, Python, R",11,Bachelor's,Google Data Engineer,Lake Markmouth
Matthew Smith,AI Engineer,"NLP, Python, Machine Learning, AI Systems",5,Bachelor's,AWS Certified,West Williamshire
Jennifer Turner,AI Engineer,"Python, Deep Learning, TensorFlow",8,Bachelor's,Microsoft Azure,East Saratown
Jeffrey Serrano,AI Engineer,"NLP, Deep Learning, TensorFlow, Machine Learning, AI Systems, Python",7,PhD,Microsoft Azure,New Darrellville
Katherine Hernandez,Data Engineer,"Spark, Kafka, Hadoop, ETL, AWS, SQL",8,Bachelor's,Google Data Engineer,East Karenburgh
Brianna Stevens,Data Engineer,"Hadoop, AWS, Spark, Kafka, ETL, SQL",2,PhD,None,North Joy
Teresa Perez,Data Scientist,"R, TensorFlow, Python",10,PhD,AWS Certified,New Micheleview
Justin Hamilton,Data Scientist,"TensorFlow, Machine Learning, Deep Learning",4,Bachelor's,Microsoft Azure,Clintonshire
Jamie Caldwell MD,Data Analyst,"Tableau, Python, SQL, Data Visualization, Power BI",4,Master's,None,Carlosburgh
Monique Cummings,Data Engineer,"Python, AWS, ETL",7,Master's,Microsoft Azure,Kingville
Albert Simon,AI Engineer,"AI Systems, TensorFlow, Machine Learning, NLP, Deep Learning, Python",2,Bachelor's,Google Data Engineer,Barberberg
Melissa Jones,Data Engineer,"Hadoop, Kafka, SQL",15,Bachelor's,AWS Certified,East Glen
William Gonzalez,ML Engineer,"PyTorch, Python, NLP, Keras, TensorFlow, Scikit-learn",11,Bachelor's,None,Lake Bryan
Ernest Nelson,ML Engineer,"NLP, TensorFlow, Python, Scikit-learn, Keras, PyTorch",9,Master's,AWS Certified,Dorishaven
Terry Hernandez,Data Analyst,"Excel, SQL, Data Visualization",12,PhD,Microsoft Azure,Andersenview
Tiffany Conway,Data Scientist,"Pandas, Machine Learning, Python",14,Master's,None,West Lindsey
Bernard Wang,Data Engineer,"Spark, SQL, Hadoop",13,Bachelor's,AWS Certified,East Paul
Timothy Roy,Data Scientist,"Pandas, Deep Learning, TensorFlow, Machine Learning, Python",9,Bachelor's,Microsoft Azure,Leeview
Christopher Brown,AI Engineer,"Python, TensorFlow, AI Systems, Deep Learning",12,PhD,None,Howardfurt
Lauren Martinez,Data Analyst,"Python, Power BI, SQL, Excel",4,Master's,AWS Certified,North Stephaniebury
Alice Jordan,Data Engineer,"ETL, Kafka, Python, Hadoop, AWS, Spark",11,PhD,Microsoft Azure,Robertsland
Hector Edwards,Data Scientist,"Python, TensorFlow, Pandas, Deep Learning",8,PhD,AWS Certified,Port Jessica
Taylor Hernandez,ML Engineer,"Scikit-learn, PyTorch, TensorFlow",6,Master's,Google Data Engineer,Brandonberg
Heather Williams,Data Engineer,"SQL, Python, ETL, Hadoop",12,PhD,None,Jordanshire
Haley Williams,Data Scientist,"Pandas, Machine Learning, Deep Learning, R",14,Master's,Microsoft Azure,West Eric
Catherine Wells,ML Engineer,"Scikit-learn, NLP, Keras",9,PhD,Microsoft Azure,Petersonfort
Emily Saunders,Data Engineer,"Kafka, SQL, Hadoop, AWS, Python, Spark",12,Master's,Google Data Engineer,Christopherchester
Anthony Rangel,Data Scientist,"Machine Learning, R, Python",7,PhD,Microsoft Azure,Tonyberg
Emily Armstrong,Data Engineer,"Python, Hadoop, AWS, Kafka",3,Master's,Google Data Engineer,Christopherland
Ellen Young,ML Engineer,"NLP, TensorFlow, PyTorch, Scikit-learn, Keras",4,PhD,AWS Certified,Ewingtown
Nathan Mendez,AI Engineer,"NLP, TensorFlow, Python, Deep Learning",13,Bachelor's,AWS Certified,Lake Paul
Kristopher Fernandez,Data Engineer,"ETL, AWS, Spark, Kafka, Python, Hadoop",6,PhD,None,Penahaven
Rick Osborn,Data Analyst,"Tableau, Data Visualization, Python, SQL, Power BI, Excel",14,Bachelor's,Google Data Engineer,Mooreburgh
Kimberly Zhang,AI Engineer,"NLP, Deep Learning, Python, AI Systems",3,Bachelor's,Google Data Engineer,New Kelly
Cathy Peterson,Data Engineer,"AWS, Hadoop, Kafka, SQL, ETL, Spark",4,PhD,AWS Certified,Brendaview
Tracie Ashley,Data Engineer,"Python, Hadoop, Kafka, Spark, SQL",12,PhD,None,Cartermouth
Margaret Sanders,Data Engineer,"SQL, ETL, Kafka, Spark, Python, AWS",5,Bachelor's,AWS Certified,West Andre
Rachel Moore,Data Analyst,"SQL, Power BI, Tableau",4,PhD,AWS Certified,Jonesville
Laura Gonzalez,ML Engineer,"PyTorch, TensorFlow, NLP, Scikit-learn, Python, Keras",10,Bachelor's,AWS Certified,West Caitlinton
Christopher Yu,Data Engineer,"ETL, SQL, Kafka",13,PhD,Microsoft Azure,Patriciamouth
Angela Barajas,Data Engineer,"AWS, SQL, ETL, Python",13,PhD,Google Data Engineer,Kaneland
Chelsea Cain,ML Engineer,"TensorFlow, Keras, NLP",9,PhD,Google Data Engineer,West Margaret
Christine Dorsey,Data Analyst,"Excel, Tableau, Python, Power BI, Data Visualization",8,PhD,AWS Certified,Williamsstad
Brenda Williams,AI Engineer,"NLP, Machine Learning, AI Systems, Python",13,PhD,None,North Patrick
Dana Christian,AI Engineer,"Python, Machine Learning, NLP, TensorFlow",5,Bachelor's,None,Cindyton
Kyle Jones,Data Scientist,"TensorFlow, Machine Learning, Pandas, Python, Deep Learning",12,Master's,None,Danielshire
Kathryn Petty,Data Analyst,"Data Visualization, Tableau, Power BI, SQL, Python, Excel",15,PhD,None,West Aaronton
Vincent Robinson,Data Analyst,"Tableau, Data Visualization, Excel",12,Bachelor's,AWS Certified,North Wandabury
Richard Ryan,Data Scientist,"Deep Learning, R, TensorFlow",6,Bachelor's,Microsoft Azure,Port Kristin
Patrick Phillips,Data Engineer,"Spark, SQL, AWS",2,Bachelor's,Google Data Engineer,Jacksonchester
Amy Chavez,AI Engineer,"Python, Deep Learning, AI Systems, TensorFlow, NLP",7,PhD,None,Port Melissa
Frank Horton,AI Engineer,"NLP, Machine Learning, TensorFlow, Deep Learning",5,PhD,AWS Certified,Amberland
Daniel Duran,Data Scientist,"Deep Learning, R, TensorFlow, Python, Pandas",14,Bachelor's,AWS Certified,North Mariabury
Daniel Estrada,ML Engineer,"NLP, PyTorch, TensorFlow, Scikit-learn, Python",15,Master's,AWS Certified,Trevinoshire
Jose Garza,ML Engineer,"TensorFlow, Keras, Python, PyTorch, Scikit-learn, NLP",14,Master's,AWS Certified,Port Kristen
Alyssa Baxter,AI Engineer,"NLP, Python, AI Systems",12,Master's,AWS Certified,East Garrettmouth
Katherine Wilson,Data Analyst,"Excel, Power BI, Tableau, SQL, Python, Data Visualization",3,Bachelor's,None,Ronaldton
Shawn Hartman,Data Scientist,"Pandas, R, TensorFlow, Deep Learning, Machine Learning, Python",10,Master's,None,North Paulland
Renee Callahan,ML Engineer,"Scikit-learn, PyTorch, Keras, NLP, TensorFlow, Python",9,PhD,Microsoft Azure,South Sarah
Mary Hernandez,Data Analyst,"Power BI, Tableau, Data Visualization, Excel",2,Bachelor's,None,West Carlaville
Gregory Garcia Jr.,ML Engineer,"Scikit-learn, Keras, NLP, PyTorch, Python",7,PhD,None,Sarahland
John Howard,Data Scientist,"TensorFlow, R, Machine Learning, Python, Deep Learning, Pandas",7,Bachelor's,AWS Certified,Gonzalezton
Dakota Garrett,Data Scientist,"Pandas, Machine Learning, TensorFlow, Deep Learning, Python",9,PhD,None,Brandonport
Steven Randall,Data Analyst,"Data Visualization, Tableau, Excel, Power BI, Python, SQL",6,PhD,None,East Susanburgh
Jack Miller,Data Scientist,"Machine Learning, Pandas, R, Python, TensorFlow, Deep Learning",15,PhD,AWS Certified,South Annport
Kelsey Marshall,Data Engineer,"Spark, Python, AWS, Kafka, Hadoop",11,PhD,Google Data Engineer,New Brandy
Michael Robinson,AI Engineer,"Python, Machine Learning, Deep Learning, TensorFlow, NLP",15,Master's,Microsoft Azure,Aliborough
Julie Wells,AI Engineer,"Python, TensorFlow, Deep Learning, NLP",15,PhD,Google Data Engineer,North Danielville
Samuel Bryant,AI Engineer,"Deep Learning, Python, Machine Learning, AI Systems",6,Master's,Google Data Engineer,East Michaelmouth
Jessica Thomas,Data Scientist,"Machine Learning, Deep Learning, TensorFlow, R",13,Bachelor's,Microsoft Azure,Navarrohaven
Jeff Wilson,Data Scientist,"Python, Machine Learning, R",14,PhD,AWS Certified,Port Joanna
Tara Gardner,ML Engineer,"Python, NLP, PyTorch, Scikit-learn, Keras, TensorFlow",9,Master's,AWS Certified,South Tiffanymouth
Mrs. Tara Peters,Data Scientist,"Python, R, Pandas, Machine Learning, Deep Learning",8,PhD,Microsoft Azure,Port Carriefort
Jose Willis,Data Engineer,"SQL, ETL, Python, Spark",8,Bachelor's,Google Data Engineer,Ebonyborough
Jose White,Data Scientist,"Pandas, Deep Learning, Machine Learning, R",3,PhD,AWS Certified,West Rita
Scott Bernard,ML Engineer,"PyTorch, NLP, Keras, TensorFlow",1,Bachelor's,None,Moorebury
Amy Barrera,AI Engineer,"NLP, Machine Learning, Deep Learning, AI Systems",13,Bachelor's,None,South Jasmine
Joseph Gonzales,Data Analyst,"Data Visualization, SQL, Excel, Python, Power BI, Tableau",7,Bachelor's,None,New Charles
Mr. Adam Frazier,AI Engineer,"TensorFlow, Deep Learning, Machine Learning, AI Systems, Python, NLP",1,Master's,Microsoft Azure,Melissaside
Joseph Crosby,AI Engineer,"Python, NLP, TensorFlow, Deep Learning, AI Systems",15,Bachelor's,None,Bruceburgh
Wesley Flowers,Data Scientist,"Machine Learning, Deep Learning, Python, R",4,PhD,None,South Michael
Michele Moreno,Data Analyst,"Tableau, Power BI, Data Visualization",4,PhD,None,South Dakotamouth
Mikayla Harris,AI Engineer,"Machine Learning, AI Systems, TensorFlow, Deep Learning, NLP",14,PhD,Google Data Engineer,New Lisaborough
Brian Diaz,AI Engineer,"Deep Learning, AI Systems, Python, TensorFlow",9,PhD,Google Data Engineer,Dianeshire
Caitlyn Bates,Data Scientist,"R, Pandas, Python, Machine Learning, TensorFlow, Deep Learning",4,PhD,AWS Certified,Vargasbury
Emily Nichols,Data Scientist,"R, TensorFlow, Pandas",3,Master's,None,North Vincentstad
Anthony Ruiz,Data Engineer,"SQL, Hadoop, Kafka",1,Master's,Microsoft Azure,West Anthony
Michael Schaefer,Data Scientist,"Python, TensorFlow, Machine Learning",1,Master's,None,Victoriafurt
Kevin Fischer,AI Engineer,"TensorFlow, Machine Learning, NLP",1,Master's,AWS Certified,Jasonport
Robin Buchanan,AI Engineer,"Machine Learning, TensorFlow, Python",10,PhD,None,West Gabrielburgh
Rita Jenkins,Data Engineer,"Kafka, Hadoop, AWS, Python",10,Bachelor's,Microsoft Azure,Candicechester
Danielle Stone,Data Analyst,"SQL, Python, Excel, Tableau",7,Master's,Microsoft Azure,Lake Timothyton
Jeffrey Vargas,Data Scientist,"Machine Learning, TensorFlow, Pandas, Deep Learning",12,Bachelor's,Microsoft Azure,West Andrew
Jose Eaton,Data Scientist,"Python, TensorFlow, Machine Learning, Pandas, R",10,Master's,AWS Certified,Robertfurt
April Bailey,Data Engineer,"Hadoop, Python, Kafka, ETL",1,Bachelor's,Google Data Engineer,Rhondamouth
